Category,Brand ,Name ,Type ,Color,Length,Diameter,Load Capacity,Rating (Stars),Player Level, Price 
Lines,Snake,Heavy Braid 132lb FIR 300m,Braided Line,Orange,300m,0.50mm,60kg,5,22,  229.60 
Lines,Snake,Heavy Braid 185lb FIR 300m,Braided Line,Orange,300m,0.58mm,84kg,5,22,  249.60 
Lines,Snake,Heavy Braid 242lb FIR 300m,Braided Line,Orange,300m,0.64mm,110kg,5,22,  299.60 
Lines,Snake,Heavy Braid 326lb FIR 300m,Braided Line,Orange,300m,0.70mm,148kg,5,22,  359.60 
Lines,Snake,Heavy Braid 420lb FIR 300m,Braided Line,Orange,300m,0.78mm,190.6kg,5,22,  396.60 
Lines,Snake,Heavy Braid 132lb WHT 300m,Braided Line,White,300m,0.50mm,60kg,5,22,  229.60 
Lines,Snake,Heavy Braid 185lb WHT 300m,Braided Line,White,300m,0.58mm,84kg,5,22,  249.60 
Lines,Snake,Heavy Braid 242lb WHT 300m,Braided Line,White,300m,0.64mm,110kg,5,22,  299.60 
Lines,Snake,Heavy Braid 326lb WHT 300m,Braided Line,White,300m,0.70mm,148kg,5,22,  359.60 
Lines,Snake,Heavy Braid 420lb WHT 300m,Braided Line,White,300m,0.78mm,190.6kg,5,22,  396.60 
Lines,Simmons,DevilBraid - 12lb Green XL,Braided Line,Dark Green,450m,0.10mm,5.4kg,4.5,1,  240.80 
Lines,Simmons,DevilBraid - 14lb Green XL,Braided Line,Dark Green,450m,0.12mm,6.5kg,4.5,1,  240.80 
Lines,Simmons,DevilBraid - 20lb Green XL,Braided Line,Dark Green,450m,0.16mm,9.2kg,4.5,1,  260.70 
Lines,Simmons,DevilBraid - 28lb Green XL,Braided Line,Dark Green,450m,0.20mm,12.8kg,4.5,1,  260.70 
Lines,Simmons,DevilBraid - 34lb Green XL,Braided Line,Dark Green,450m,0.23mm,15.6kg ,4.5,1,  260.70 
Lines,Simmons,DevilBraid - 48lb Green XL,Braided Line,Dark Green,450m,0.30mm,22kg ,4.5,1,  272.70 
Lines,Simmons,DevilBraid - 58lb Green XL,Braided Line,Dark Green,450m,0.34mm,26.5kg,4.5,1,  288.70 
Lines,Simmons,DevilBraid - 66lb Green XL,Braided Line,Dark Green,450m,0.36mm,30kg,4.5,1,  298.70 
Lines,Simmons,DevilBraid - 77lb Green XL,Braided Line,Dark Green,450m,0.38mm,35kg,4.5,1,  312.70 
Lines,Simmons,DevilBraid - 120lb Green XL,Braided Line,Dark Green,450m,0.50mm,55kg,4.5,1,  336.70 
Lines,Simmons,DevilBraid - 160lb Green XL,Braided Line,Dark Green,450m,0.58mm,74kg,4.5,1,  352.70 
Lines,Simmons,DevilBraid - 12lb Orange XL,Braided Line,Orange,450m,0.10mm,5.4kg,4.5,1,  240.80 
Lines,Simmons,DevilBraid - 14lb Orange XL,Braided Line,Orange,450m,0.12mm,6.5kg,4.5,1,  240.80 
Lines,Simmons,DevilBraid - 20lb Orange XL,Braided Line,Orange,450m,0.16mm,9.2kg,4.5,1,  260.70 
Lines,Simmons,DevilBraid - 28lb Orange XL,Braided Line,Orange,450m,0.20mm,12.8kg,4.5,1,  260.70 
Lines,Simmons,DevilBraid - 34lb Orange XL,Braided Line,Orange,450m,0.23mm,15.6kg ,4.5,1,  260.70 
Lines,Simmons,DevilBraid - 48lb Orange XL,Braided Line,Orange,450m,0.30mm,22kg ,4.5,1,  272.70 
Lines,Simmons,DevilBraid - 58lb Orange XL,Braided Line,Orange,450m,0.34mm,26.5kg,4.5,1,  288.70 
Lines,Simmons,DevilBraid - 66lb Orange XL,Braided Line,Orange,450m,0.36mm,30kg,4.5,1,  298.70 
Lines,Simmons,DevilBraid - 77lb Orange XL,Braided Line,Orange,450m,0.38mm,35kg,4.5,1,  312.70 
Lines,Simmons,DevilBraid - 120lb Orange XL,Braided Line,Orange,450m,0.50mm,55kg,4.5,1,  336.70 
Lines,Simmons,DevilBraid - 160lb Orange XL,Braided Line,Orange,450m,0.58mm,74kg,4.5,1,  352.70 
Lines,Solid Materials,HiPower Braid 30lb MC 300m,Braided Line,Multicolor,300m,0.24mm,13.6kg,5,10,  248.70 
Lines,Solid Materials,HiPower Braid 40lb MC 300m,Braided Line,Multicolor,300m,0.28mm,18kg,5,10,  248.70 
Lines,Solid Materials,HiPower Braid 50lb MC 300m,Braided Line,Multicolor,300m,0.32mm,22.5kg,5,10,  248.70 
Lines,Solid Materials,HiPower Braid 65lb MC 300m,Braided Line,Multicolor,300m,0.38mm,30kg,5,10,  265.70 
Lines,Solid Materials,HiPower Braid 80lb MC 300m,Braided Line,Multicolor,300m,0.44mm,36kg ,5,10,  265.70 
Lines,Solid Materials,HiPower Braid 100lb MC 300m,Braided Line,Multicolor,300m,0.50mm,45kg,5,10,  278.70 
Lines,Solid Materials,HiPower Braid 130lb MC 300m,Braided Line,Multicolor,300m,0.54mm,60kg,5,10,  278.70 
Lines,Solid Materials,HiPower Braid 180lb MC 300m,Braided Line,Multicolor,300m,0.60mm,82kg,5,10,  298.70 
Lines,Solid Materials,HiPower Braid 240lb MC 300m,Braided Line,Multicolor,300m,0.66mm,110kg,5,10,  378.70 
Lines,Solid Materials,HiPower Braid 320lb MC 300m,Braided Line,Multicolor,300m,0.70mm,145kg,5,10,  438.70 
Lines,Solid Materials,HiPower Braid 450lb MC 300m,Braided Line,Multicolor,300m,0.80mm,205kg,5,10,  498.70 
Lines,Solid Materials,HiPower Braid 30lb GR 600m,Braided Line,Light Green,600m,0.24mm,13.6kg,5,10,  398.70 
Lines,Solid Materials,HiPower Braid 40lb GR 600m,Braided Line,Light Green,600m,0.28mm,18kg,5,10,  398.70 
Lines,Solid Materials,HiPower Braid 50lb GR 600m,Braided Line,Light Green,600m,0.32mm,22.5kg,5,10,  398.70 
Lines,Solid Materials,HiPower Braid 65lb GR 600m,Braided Line,Light Green,600m,0.38mm,30kg,5,10,  418.70 
Lines,Solid Materials,HiPower Braid 80lb GR 600m,Braided Line,Light Green,600m,0.44mm,36kg ,5,10,  418.70 
Lines,Solid Materials,HiPower Braid 100lb GR 600m,Braided Line,Light Green,600m,0.50mm,45kg,5,10,  428.70 
Lines,Solid Materials,HiPower Braid 130lb GR 600m,Braided Line,Light Green,600m,0.54mm,60kg,5,10,  428.70 
Lines,Solid Materials,HiPower Braid 180lb GR 600m,Braided Line,Light Green,600m,0.60mm,82kg,5,10,  438.70 
Lines,Solid Materials,HiPower Braid 240lb GR 600m,Braided Line,Light Green,600m,0.66mm,110kg,5,10,  598.70 
Lines,Solid Materials,HiPower Braid 320lb GR 600m,Braided Line,Light Green,600m,0.70mm,145kg,5,10,  748.70 
Lines,Solid Materials,HiPower Braid 450lb GR 600m,Braided Line,Light Green,600m,0.80mm,205kg,5,10,  848.70 
Lines,Solid Materials,HiPower Braid 30lb LEM 600m,Braided Line,Yellow,600m,0.24mm,13.6kg,5,10,  398.70 
Lines,Solid Materials,HiPower Braid 40lb LEM 600m,Braided Line,Yellow,600m,0.28mm,18kg,5,10,  398.70 
Lines,Solid Materials,HiPower Braid 50lb LEM 600m,Braided Line,Yellow,600m,0.32mm,22.5kg,5,10,  398.70 
Lines,Solid Materials,HiPower Braid 65lb LEM 600m,Braided Line,Yellow,600m,0.38mm,30kg,5,10,  418.70 
Lines,Solid Materials,HiPower Braid 80lb LEM 600m,Braided Line,Yellow,600m,0.44mm,36kg ,5,10,  418.70 
Lines,Solid Materials,HiPower Braid 100lb LEM 600m,Braided Line,Yellow,600m,0.50mm,45kg,5,10,  428.70 
Lines,Solid Materials,HiPower Braid 130lb LEM 600m,Braided Line,Yellow,600m,0.54mm,60kg,5,10,  428.70 
Lines,Solid Materials,HiPower Braid 180lb LEM 600m,Braided Line,Yellow,600m,0.60mm,82kg,5,10,  438.70 
Lines,Solid Materials,HiPower Braid 240lb LEM 600m,Braided Line,Yellow,600m,0.66mm,110kg,5,10,  598.70 
Lines,Solid Materials,HiPower Braid 320lb LEM 600m,Braided Line,Yellow,600m,0.70mm,145kg,5,10,  748.70 
Lines,Solid Materials,HiPower Braid 450lb LEM 600m,Braided Line,Yellow,600m,0.80mm,205kg,5,10,  848.70 
Lines,Solid Materials,HiPower Braid 30lb SNOW 600m,Braided Line,White,600m,0.24mm,13.6kg,5,10,  398.70 
Lines,Solid Materials,HiPower Braid 40lb SNOW 600m,Braided Line,White,600m,0.28mm,18kg,5,10,  398.70 
Lines,Solid Materials,HiPower Braid 50lb SNOW 600m,Braided Line,White,600m,0.32mm,22.5kg,5,10,  398.70 
Lines,Solid Materials,HiPower Braid 65lb SNOW 600m,Braided Line,White,600m,0.38mm,30kg,5,10,  418.70 
Lines,Solid Materials,HiPower Braid 80lb SNOW 600m,Braided Line,White,600m,0.44mm,36kg ,5,10,  418.70 
Lines,Solid Materials,HiPower Braid 100lb SNOW 600m,Braided Line,White,600m,0.50mm,45kg,5,10,  428.70 
Lines,Solid Materials,HiPower Braid 130lb SNOW 600m,Braided Line,White,600m,0.54mm,60kg,5,10,  428.70 
Lines,Solid Materials,HiPower Braid 180lb SNOW 600m,Braided Line,White,600m,0.60mm,82kg,5,10,  438.70 
Lines,Solid Materials,HiPower Braid 240lb SNOW 600m,Braided Line,White,600m,0.66mm,110kg,5,10,  598.70 
Lines,Solid Materials,HiPower Braid 320lb SNOW 600m,Braided Line,White,600m,0.70mm,145kg,5,10,  748.70 
Lines,Solid Materials,HiPower Braid 450lb SNOW 600m,Braided Line,White,600m,0.80mm,205kg,5,10,  848.70 
Lines,Solid Materials,HiPower Braid 30lb MC 600m,Braided Line,Multicolor,600m,0.24mm,13.6kg,5,10,  436.70 
Lines,Solid Materials,HiPower Braid 40lb MC 600m,Braided Line,Multicolor,600m,0.28mm,18kg,5,10,  436.70 
Lines,Solid Materials,HiPower Braid 50lb MC 600m,Braided Line,Multicolor,600m,0.32mm,22.5kg,5,10,  436.70 
Lines,Solid Materials,HiPower Braid 65lb MC 600m,Braided Line,Multicolor,600m,0.38mm,30kg,5,10,  463.70 
Lines,Solid Materials,HiPower Braid 80lb MC 600m,Braided Line,Multicolor,600m,0.44mm,36kg ,5,10,  463.70 
Lines,Solid Materials,HiPower Braid 100lb MC 600m,Braided Line,Multicolor,600m,0.50mm,45kg,5,10,  486.70 
Lines,Solid Materials,HiPower Braid 130lb MC 600m,Braided Line,Multicolor,600m,0.54mm,60kg,5,10,  486.70 
Lines,Solid Materials,HiPower Braid 180lb MC 600m,Braided Line,Multicolor,600m,0.60mm,82kg,5,10,  519.70 
Lines,Solid Materials,HiPower Braid 240lb MC 600m,Braided Line,Multicolor,600m,0.66mm,110kg,5,10,  659.70 
Lines,Solid Materials,HiPower Braid 320lb MC 600m,Braided Line,Multicolor,600m,0.70mm,145kg,5,10,  799.70 
Lines,Solid Materials,HiPower Braid 450lb MC 600m,Braided Line,Multicolor,600m,0.80mm,205kg,5,10,  899.70 
Lines,Simmons,DevilBraid - 12lb Green XXL,Braided Line,Dark Green,1000m,0.10mm,5.4kg,4.5,1,  496.80 
Lines,Simmons,DevilBraid - 14lb Green XXL,Braided Line,Dark Green,1000m,0.12mm,6.5kg,4.5,1,  496.80 
Lines,Simmons,DevilBraid - 20lb Green XXL,Braided Line,Dark Green,1000m,0.16mm,9.2kg,4.5,1,  520.70 
Lines,Simmons,DevilBraid - 28lb Green XXL,Braided Line,Dark Green,1000m,0.20mm,12.8kg,4.5,1,  520.70 
Lines,Simmons,DevilBraid - 34lb Green XXL,Braided Line,Dark Green,1000m,0.23mm,15.6kg ,4.5,1,  520.70 
Lines,Simmons,DevilBraid - 48lb Green XXL,Braided Line,Dark Green,1000m,0.30mm,22kg ,4.5,1,  544.70 
Lines,Simmons,DevilBraid - 58lb Green XXL,Braided Line,Dark Green,1000m,0.34mm,26.5kg,4.5,1,  576.70 
Lines,Simmons,DevilBraid - 66lb Green XXL,Braided Line,Dark Green,1000m,0.36mm,30kg,4.5,1,  598.70 
Lines,Simmons,DevilBraid - 77lb Green XXL,Braided Line,Dark Green,1000m,0.38mm,35kg,4.5,1,  624.70 
Lines,Simmons,DevilBraid - 120lb Green XXL,Braided Line,Dark Green,1000m,0.50mm,55kg,4.5,1,  672.70 
Lines,Simmons,DevilBraid - 160lb Green XXL,Braided Line,Dark Green,1000m,0.58mm,74kg,4.5,1,  698.70 
Lines,Simmons,DevilBraid - 12lb Orange XXL,Braided Line,Orange,1000m,0.10mm,5.4kg,4.5,1,  496.80 
Lines,Simmons,DevilBraid - 14lb Orange XXL,Braided Line,Orange,1000m,0.12mm,6.5kg,4.5,1,  496.80 
Lines,Simmons,DevilBraid - 20lb Orange XXL,Braided Line,Orange,1000m,0.16mm,9.2kg,4.5,1,  520.70 
Lines,Simmons,DevilBraid - 28lb Orange XXL,Braided Line,Orange,1000m,0.20mm,12.8kg,4.5,1,  520.70 
Lines,Simmons,DevilBraid - 34lb Orange XXL,Braided Line,Orange,1000m,0.23mm,15.6kg ,4.5,1,  520.70 
Lines,Simmons,DevilBraid - 48lb Orange XXL,Braided Line,Orange,1000m,0.30mm,22kg ,4.5,1,  544.70 
Lines,Simmons,DevilBraid - 58lb Orange XXL,Braided Line,Orange,1000m,0.34mm,26.5kg,4.5,1,  576.70 
Lines,Simmons,DevilBraid - 66lb Orange XXL,Braided Line,Orange,1000m,0.36mm,30kg,4.5,1,  598.70 
Lines,Simmons,DevilBraid - 77lb Orange XXL,Braided Line,Orange,1000m,0.38mm,35kg,4.5,1,  624.70 
Lines,Simmons,DevilBraid - 120lb Orange XXL,Braided Line,Orange,1000m,0.50mm,55kg,4.5,1,  672.70 
Lines,Simmons,DevilBraid - 160lb Orange XXL,Braided Line,Orange,1000m,0.58mm,74kg,4.5,1,  698.70 
Lines,Snake,Heavy Braid 132lb FIR 1000m,Braided Line,Orange,1000m,0.50mm,60kg,5,22,  688.60 
Lines,Snake,Heavy Braid 185lb FIR 1000m,Braided Line,Orange,1000m,0.58mm,84kg,5,22,  748.60 
Lines,Snake,Heavy Braid 242lb FIR 1000m,Braided Line,Orange,1000m,0.64mm,110kg,5,22,  889.60 
Lines,Snake,Heavy Braid 326lb FIR 1000m,Braided Line,Orange,1000m,0.70mm,148kg,5,22,  988.60 
Lines,Snake,Heavy Braid 420lb FIR 1000m,Braided Line,Orange,1000m,0.78mm,190.6kg,5,22,"  1,254.47 "
Lines,Snake,Heavy Braid 132lb WHT 1000m,Braided Line,White,1000m,0.50mm,60kg,5,22,  688.60 
Lines,Snake,Heavy Braid 185lb WHT 1000m,Braided Line,White,1000m,0.58mm,84kg,5,22,  748.60 
Lines,Snake,Heavy Braid 242lb WHT 1000m,Braided Line,White,1000m,0.64mm,110kg,5,22,  889.60 
Lines,Snake,Heavy Braid 326lb WHT 1000m,Braided Line,White,1000m,0.70mm,148kg,5,22,  988.60 
Lines,Snake,Heavy Braid 420lb WHT 1000m,Braided Line,White,1000m,0.78mm,190.6kg,5,22,"  1,254.47 "
Lines,Solid Materials,HiPower Braid 30lb GR 1200m,Braided Line,Light Green,1200m,0.24mm,13.6kg,5,10,  478.70 
Lines,Solid Materials,HiPower Braid 40lb GR 1200m,Braided Line,Light Green,1200m,0.28mm,18kg,5,10,  478.70 
Lines,Solid Materials,HiPower Braid 50lb GR 1200m,Braided Line,Light Green,1200m,0.32mm,22.5kg,5,10,  478.70 
Lines,Solid Materials,HiPower Braid 65lb GR 1200m,Braided Line,Light Green,1200m,0.38mm,30kg,5,10,  788.70 
Lines,Solid Materials,HiPower Braid 80lb GR 1200m,Braided Line,Light Green,1200m,0.44mm,36kg ,5,10,  788.70 
Lines,Solid Materials,HiPower Braid 100lb GR 1200m,Braided Line,Light Green,1200m,0.50mm,45kg,5,10,  809.70 
Lines,Solid Materials,HiPower Braid 130lb GR 1200m,Braided Line,Light Green,1200m,0.54mm,60kg,5,10,  809.70 
Lines,Solid Materials,HiPower Braid 180lb GR 1200m,Braided Line,Light Green,1200m,0.60mm,82kg,5,10,  829.70 
Lines,Solid Materials,HiPower Braid 240lb GR 1200m,Braided Line,Light Green,1200m,0.66mm,110kg,5,10,"  1,148.70 "
Lines,Solid Materials,HiPower Braid 320lb GR 1200m,Braided Line,Light Green,1200m,0.70mm,145kg,5,10,"  1,398.70 "
Lines,Solid Materials,HiPower Braid 450lb GR 1200m,Braided Line,Light Green,1200m,0.80mm,205kg,5,10,"  1,598.70 "
Lines,Solid Materials,HiPower Braid 30lb LEM 1200m,Braided Line,Yellow,1200m,0.24mm,13.6kg,5,10,  478.70 
Lines,Solid Materials,HiPower Braid 40lb LEM 1200m,Braided Line,Yellow,1200m,0.28mm,18kg,5,10,  478.70 
Lines,Solid Materials,HiPower Braid 50lb LEM 1200m,Braided Line,Yellow,1200m,0.32mm,22.5kg,5,10,  478.70 
Lines,Solid Materials,HiPower Braid 65lb LEM 1200m,Braided Line,Yellow,1200m,0.38mm,30kg,5,10,  788.70 
Lines,Solid Materials,HiPower Braid 80lb LEM 1200m,Braided Line,Yellow,1200m,0.44mm,36kg ,5,10,  788.70 
Lines,Solid Materials,HiPower Braid 100lb LEM 1200m,Braided Line,Yellow,1200m,0.50mm,45kg,5,10,  809.70 
Lines,Solid Materials,HiPower Braid 130lb LEM 1200m,Braided Line,Yellow,1200m,0.54mm,60kg,5,10,  809.70 
Lines,Solid Materials,HiPower Braid 180lb LEM 1200m,Braided Line,Yellow,1200m,0.60mm,82kg,5,10,  829.70 
Lines,Solid Materials,HiPower Braid 240lb LEM 1200m,Braided Line,Yellow,1200m,0.66mm,110kg,5,10,"  1,148.70 "
Lines,Solid Materials,HiPower Braid 320lb LEM 1200m,Braided Line,Yellow,1200m,0.70mm,145kg,5,10,"  1,398.70 "
Lines,Solid Materials,HiPower Braid 450lb LEM 1200m,Braided Line,Yellow,1200m,0.80mm,205kg,5,10,"  1,598.70 "
Lines,Solid Materials,HiPower Braid 30lb SNOW 1200m,Braided Line,White,1200m,0.24mm,13.6kg,5,10,  478.70 
Lines,Solid Materials,HiPower Braid 40lb SNOW 1200m,Braided Line,White,1200m,0.28mm,18kg,5,10,  478.70 
Lines,Solid Materials,HiPower Braid 50lb SNOW 1200m,Braided Line,White,1200m,0.32mm,22.5kg,5,10,  478.70 
Lines,Solid Materials,HiPower Braid 65lb SNOW 1200m,Braided Line,White,1200m,0.38mm,30kg,5,10,  788.70 
Lines,Solid Materials,HiPower Braid 80lb SNOW 1200m,Braided Line,White,1200m,0.44mm,36kg ,5,10,  788.70 
Lines,Solid Materials,HiPower Braid 100lb SNOW 1200m,Braided Line,White,1200m,0.50mm,45kg,5,10,  809.70 
Lines,Solid Materials,HiPower Braid 130lb SNOW 1200m,Braided Line,White,1200m,0.54mm,60kg,5,10,  809.70 
Lines,Solid Materials,HiPower Braid 180lb SNOW 1200m,Braided Line,White,1200m,0.60mm,82kg,5,10,  829.70 
Lines,Solid Materials,HiPower Braid 240lb SNOW 1200m,Braided Line,White,1200m,0.66mm,110kg,5,10,"  1,148.70 "
Lines,Solid Materials,HiPower Braid 320lb SNOW 1200m,Braided Line,White,1200m,0.70mm,145kg,5,10,"  1,398.70 "
Lines,Solid Materials,HiPower Braid 450lb SNOW 1200m,Braided Line,White,1200m,0.80mm,205kg,5,10,"  1,598.70 "
Lines,Solid Materials,HiPower Braid 30lb MC 1200m,Braided Line,Multicolor,1200m,0.24mm,13.6kg,5,10,  868.70 
Lines,Solid Materials,HiPower Braid 40lb MC 1200m,Braided Line,Multicolor,1200m,0.28mm,18kg,5,10,  868.70 
Lines,Solid Materials,HiPower Braid 50lb MC 1200m,Braided Line,Multicolor,1200m,0.32mm,22.5kg,5,10,  868.70 
Lines,Solid Materials,HiPower Braid 65lb MC 1200m,Braided Line,Multicolor,1200m,0.38mm,30kg,5,10,  927.70 
Lines,Solid Materials,HiPower Braid 80lb MC 1200m,Braided Line,Multicolor,1200m,0.44mm,36kg ,5,10,  927.70 
Lines,Solid Materials,HiPower Braid 100lb MC 1200m,Braided Line,Multicolor,1200m,0.50mm,45kg,5,10,  973.70 
Lines,Solid Materials,HiPower Braid 130lb MC 1200m,Braided Line,Multicolor,1200m,0.54mm,60kg,5,10,  973.70 
Lines,Solid Materials,HiPower Braid 180lb MC 1200m,Braided Line,Multicolor,1200m,0.60mm,82kg,5,10,"  1,043.70 "
Lines,Solid Materials,HiPower Braid 240lb MC 1200m,Braided Line,Multicolor,1200m,0.66mm,110kg,5,10,"  1,323.70 "
Lines,Solid Materials,HiPower Braid 320lb MC 1200m,Braided Line,Multicolor,1200m,0.70mm,145kg,5,10,"  1,533.70 "
Lines,Solid Materials,HiPower Braid 450lb MC 1200m,Braided Line,Multicolor,1200m,0.80mm,205kg,5,10,"  1,743.70 "
